,screen_name_binary_n,name_binary_n,description_binary_n,status_binary_n,verified_n,followers_count_n,friends_count_n,statuses_count_n,listed_count_binary_n
679,1,1,1,0,0,774,8,1894,1
680,1,1,0,0,0,1,303,29,1
681,1,1,1,0,0,373,0,1098,1
682,1,1,1,0,0,139,43,1141,1
683,1,0,0,1,0,5,0,283,1
684,0,0,1,0,0,1,425,96,1
685,0,0,1,1,0,30,0,1405,1
686,1,1,1,1,0,200,5,403,1
687,1,0,1,1,0,45,0,77,1
688,0,0,0,0,0,187,178,1388,1
689,0,0,0,0,0,38,110,1,1
690,1,1,0,1,0,193,0,2032,1
691,0,0,0,0,0,3,510,141,1
692,1,0,0,1,0,417,1,1323,1
693,0,0,0,0,1,1100,1112,647,1
694,0,0,0,0,0,132,0,1495,1
695,0,0,0,0,0,2,25,84,1
696,0,0,0,0,0,184,970,138,1
697,1,1,0,0,0,8,5,27,1
698,0,0,1,0,0,497,1,2039,1
699,0,0,1,1,0,12,0,1269,1
700,0,0,0,1,0,9,25,263,1
701,0,0,0,1,0,6,36,130,1
702,0,0,1,0,0,0,32,78,1
703,0,0,0,0,0,1,309,30,1
704,1,0,1,1,0,204,1,1858,1
705,1,1,1,1,0,113,0,1701,1
706,0,0,0,0,0,0,217,14,1
707,1,1,1,1,0,641,1,1799,1
708,0,0,0,0,0,58,0,1237,1
709,0,0,1,0,0,86,28,174,1
710,0,1,0,0,0,17,4,181,1
711,1,0,0,0,0,14,478,4,1
712,0,0,0,0,0,12,556,147,1
713,0,0,0,0,0,35,866,343,1
714,0,0,0,0,0,5,69,0,1
715,0,1,1,1,0,86,380,26,1
716,0,0,1,0,0,29,10,1045,1
717,1,1,1,1,0,566,2,2022,1
718,1,0,0,1,0,36,0,302,1
719,1,0,1,1,0,237,6,187,1
720,0,0,0,0,0,2,52,116,1
721,1,1,0,0,0,0,285,24,1
722,0,0,1,0,0,52,1,1510,1
723,0,0,0,0,0,0,30,0,1
724,0,0,0,0,0,39,0,1327,1
725,0,0,0,0,0,590,869,141,1
726,0,0,1,0,0,628,1,821,1
727,0,0,0,0,0,0,20,0,1
728,0,0,1,0,0,17,0,636,1
729,0,0,1,1,0,82,1,672,1
730,0,0,0,0,0,1,357,59,1
731,1,0,0,1,0,10,161,4,1
732,0,0,0,0,0,69,696,10,1
733,0,0,0,0,0,4,135,1,1
734,0,0,0,0,0,21,819,299,1
735,1,1,0,1,0,270,0,1822,1
736,1,0,1,1,0,764,1,1368,1
737,0,0,0,0,0,0,18,0,1
738,1,1,1,1,0,636,900,1993,1
739,0,0,0,0,0,145,1,150,1
740,0,0,1,0,0,264,0,1964,1
741,1,1,0,1,0,85,0,168,1
742,0,0,1,1,0,256,246,1948,1
743,1,1,0,0,0,199,119,4,1
744,0,0,1,0,0,81,1,732,1
745,1,1,1,1,0,1087,1,1867,1
746,1,1,1,1,0,205,2,1263,1
747,0,0,0,0,0,116,1,992,1
748,0,0,1,0,0,317,1,906,1
749,0,0,0,1,0,12,667,2,1
750,0,0,1,0,0,153,2,1201,1
751,0,0,0,0,0,17,0,0,1
752,0,0,1,1,0,683,1,1080,1
753,1,0,1,1,0,50,0,579,1
754,1,1,1,1,0,336,494,510,1
755,1,1,1,1,0,172,2,1281,1
756,0,0,0,0,0,0,70,0,1
757,1,1,0,1,0,5,0,971,1
758,1,1,1,0,0,438,0,1890,1
759,1,1,0,0,0,4,420,72,1
760,0,0,0,0,0,7,31,66,1
761,0,0,0,0,0,11,838,271,1
762,0,0,0,0,0,149,339,484,1
763,0,0,0,0,0,3,29,1,1
764,0,0,1,1,0,567,722,1687,1
765,0,0,1,0,0,128,1,870,1
766,0,0,0,0,0,0,26,63,1
767,0,1,0,1,0,46,20,322,1
768,1,0,0,1,0,444,68,1320,1
769,1,0,1,0,0,7,0,98,1
770,0,0,0,0,0,20,279,1,1
771,0,0,1,0,0,731,0,816,1
772,0,0,1,0,0,1018,1096,807,1
773,1,1,1,0,0,78,2,390,1
774,0,0,0,0,0,68,0,724,1
775,0,0,0,0,0,51,2,1595,1
776,0,0,0,0,0,902,5,1629,1
777,0,0,0,1,0,65,206,24,1
778,0,0,0,0,0,4,70,1,1
779,0,1,1,0,0,423,10,596,1
780,0,0,1,0,0,83,6,1475,1
781,0,0,0,0,0,4,446,97,1
782,0,0,1,0,0,492,5,1671,1
783,0,1,1,1,0,776,5,599,1
784,1,0,1,0,0,279,4,665,1
785,0,1,0,1,0,228,1,1926,1
786,0,0,0,0,0,473,986,0,1
787,0,0,1,1,0,10,0,1047,1
788,0,1,1,1,0,43,0,737,1
789,0,0,0,0,0,716,918,1927,1
790,0,1,0,0,0,0,0,1,1
791,1,1,1,1,0,107,1,1540,1
792,1,1,0,1,0,273,42,1718,1
793,0,0,0,0,0,17,826,253,1
794,0,0,0,0,0,22,189,8,1
795,0,0,0,0,0,33,1,480,1
796,1,0,1,1,0,904,360,1115,1
797,0,0,1,1,0,1110,3,285,1
798,0,0,1,1,0,990,1,1841,1
799,1,1,1,0,0,278,29,137,1
800,0,1,1,0,0,98,48,782,1
801,0,0,0,1,0,380,0,1217,1
802,0,0,0,0,0,370,1,1004,1
803,0,0,0,0,0,255,234,410,1
804,0,0,0,0,0,0,15,0,1
805,0,0,0,1,0,0,33,79,1
806,0,0,0,1,0,3,63,1,1
807,0,0,0,0,0,4,100,1,1
808,0,0,0,0,0,1,333,37,1
809,0,0,0,0,0,296,2,1238,1
810,1,1,1,1,0,618,3,1582,1
811,0,0,0,0,0,26,4,900,1
812,1,1,1,1,0,882,1055,2016,1
813,0,0,0,0,0,1031,990,1983,1
814,0,0,0,0,0,4,28,2,1
815,0,0,0,1,0,2,41,1,1
816,0,0,1,0,0,0,246,50,1
817,0,0,1,1,0,21,0,63,1
818,0,0,1,0,0,1264,0,1908,1
819,0,0,0,0,0,357,608,114,1
820,0,0,0,0,0,4,32,29,1
821,0,0,0,0,0,0,14,90,1
822,1,1,0,0,0,476,0,713,1
823,0,0,0,0,0,1,292,25,1
824,0,0,0,0,0,2,99,7,1
825,1,1,1,1,0,15,3,273,1
826,1,0,1,1,0,623,823,1024,1
827,1,0,1,0,0,6,0,11,1
828,0,0,1,0,0,296,2,1738,1
829,1,0,0,1,0,67,0,126,1
830,0,0,0,0,0,462,14,1637,1
831,0,0,0,1,0,176,1,506,1
832,1,1,0,1,0,33,38,17,1
833,1,1,1,1,0,294,224,253,1
834,1,1,0,1,0,61,0,77,1
835,0,0,0,0,0,2,312,44,1
836,0,0,1,0,0,303,142,1350,1
837,0,0,0,0,0,4,24,0,1
838,1,1,1,1,0,113,1,420,1
839,0,0,0,0,0,5,91,1,1
840,1,0,1,1,0,98,45,2011,1
841,1,1,0,1,0,47,65,3,1
842,0,0,1,0,0,49,2,237,1
843,0,0,0,0,0,1,38,92,1
844,0,0,0,1,0,890,910,1798,1
845,0,0,0,0,0,0,26,23,1
846,0,1,0,1,0,165,210,1197,1
847,0,0,1,1,0,1142,1115,1828,1
848,1,0,0,1,0,102,1,207,1
849,0,0,0,0,0,762,0,576,1
850,1,1,1,1,0,519,1,659,1
851,0,0,0,0,0,13,0,648,1
852,0,0,1,0,1,1117,670,1593,1
853,1,0,0,1,0,363,0,1143,1
854,0,1,0,1,0,452,3,1697,1
855,0,0,0,1,0,23,117,16,1
856,0,0,0,0,0,32,769,4,1
857,0,0,1,1,0,132,1,319,1
858,0,0,0,0,0,814,1028,2007,1
859,0,0,1,0,0,698,1,568,1
860,1,1,1,1,0,677,1,884,1
861,1,1,1,0,0,822,1,1259,1
862,1,1,1,1,0,673,3,1521,1
863,1,1,1,0,0,245,0,853,1
864,1,1,0,1,0,93,1,1747,1
865,0,0,0,0,0,2,31,1,1
866,0,0,0,0,0,38,596,4,1
867,0,0,1,0,0,785,6,1566,1
868,0,0,0,0,0,11,193,0,1
869,1,1,1,1,0,111,0,613,1
870,0,0,0,0,0,5,350,0,1
871,0,0,0,0,0,7,40,106,1
872,1,1,1,0,0,9,0,118,1
873,0,0,0,0,0,5,486,139,1
874,0,0,1,0,0,78,0,392,1
875,1,1,1,1,0,1021,6,1376,1
876,1,1,1,0,0,460,3,501,1
877,0,0,1,0,0,2,113,8,1
878,0,0,1,1,0,561,85,689,1
879,0,0,0,0,0,1,9,1,1
880,0,0,1,1,0,178,1,1906,1
881,1,1,0,1,0,7,0,550,1
882,0,0,1,0,0,62,1,622,1
883,1,1,0,1,0,281,2,435,1
884,0,0,1,1,0,254,791,11,1
885,1,0,1,1,0,151,2,381,1
886,0,0,0,0,0,451,32,770,1
887,0,0,0,0,0,612,854,1767,1
888,0,0,0,0,0,51,807,370,1
889,0,0,0,0,0,0,242,19,1
890,1,0,0,1,0,74,2,359,1
891,0,0,1,0,0,200,8,1079,1
892,1,0,0,1,0,69,4,143,1
893,1,0,0,1,0,52,2,1246,1
894,1,0,0,1,0,69,12,147,1
895,0,0,0,1,0,408,0,1550,1
896,0,0,1,0,0,507,2,868,1
897,0,0,1,1,0,29,52,56,1
898,0,0,1,0,0,35,0,663,1
899,0,0,0,0,0,311,0,1704,1
900,0,0,0,0,0,40,0,637,1
901,0,0,1,1,0,485,13,1619,1
902,0,0,0,0,0,61,144,118,1
903,1,1,1,1,0,253,0,1221,1
904,0,1,1,1,0,209,1,615,1
905,1,1,0,0,0,15,152,324,1
906,1,1,1,1,0,299,0,1653,1
907,0,0,0,0,0,60,1,1294,1
908,1,1,1,1,0,352,1,1651,1
909,0,0,0,0,0,869,806,1457,1
910,1,1,1,1,0,97,0,1791,1
911,0,0,0,1,0,910,0,2015,1
912,1,0,1,0,0,149,136,701,1
913,1,1,1,1,0,374,1,680,1
914,0,0,1,1,0,828,4,896,1
915,1,0,1,1,0,14,0,117,1
916,1,1,1,0,0,587,2,1037,1
917,0,0,0,1,0,361,5,628,1
918,0,0,0,0,0,6,119,0,1
919,0,0,0,0,0,5,405,77,1
920,0,0,0,0,0,2,51,0,1
921,1,1,1,1,0,43,1,905,1
922,1,1,1,1,0,478,1,743,1
923,0,1,0,1,0,707,1,378,1
924,1,1,1,1,0,333,267,1729,1
925,0,0,1,1,0,866,2,1286,1
926,0,0,1,0,0,1,308,33,1
927,1,1,1,1,0,166,18,4,1
928,0,0,1,0,0,86,0,1669,1
929,0,0,0,0,0,750,1008,50,1
930,1,1,1,1,0,283,836,1839,1
931,1,0,1,1,0,70,0,1539,1
932,1,1,1,0,0,66,2,1088,1
933,0,0,0,0,0,79,1,881,1
934,0,0,1,0,0,1052,538,2025,1
935,0,0,0,0,0,6,43,2,1
936,0,0,0,0,0,242,923,1062,1
937,0,0,0,0,0,2,524,167,1
938,0,0,0,0,0,127,1,783,1
939,0,0,0,1,0,38,69,797,1
940,0,0,0,1,0,234,215,1929,1
941,1,1,1,1,0,20,0,80,1
942,0,0,1,1,0,637,1,1733,1
943,1,1,1,1,0,110,0,939,1
944,0,0,0,0,0,1,32,89,1
945,0,0,1,0,0,420,595,1961,1
946,0,0,0,1,0,2,21,1,1
947,1,1,0,1,0,272,0,240,1
948,1,1,1,1,0,259,286,1396,1
949,0,0,1,1,0,422,2,1826,1
950,0,1,1,0,0,241,502,529,1
951,1,1,1,1,0,114,193,1992,1
952,0,0,0,1,0,114,225,960,1
953,0,0,0,0,0,610,824,871,1
954,0,0,1,0,0,66,952,0,1
955,1,1,1,1,0,180,1,866,1
956,0,0,1,0,0,3,0,1051,1
957,0,0,1,1,0,446,0,1444,1
958,0,0,1,1,0,945,1042,2034,1
959,1,1,1,1,0,524,7,1800,1
960,1,1,1,1,0,348,1,1709,1
961,1,1,1,0,0,81,39,621,1
962,0,0,1,0,0,381,1,533,1
963,1,0,1,1,0,141,24,402,1
964,0,0,0,1,0,0,35,44,1
965,0,0,0,0,0,12,845,241,1
966,0,0,0,0,0,367,1003,109,1
967,0,0,1,0,0,56,1,1204,1
968,0,0,0,0,0,0,97,0,1
969,0,0,1,1,0,15,1,142,1
970,1,1,0,1,0,90,3,1159,1
971,0,0,0,0,0,6,150,0,1
972,0,0,0,0,0,4,30,3,1
973,0,0,0,0,0,1024,1101,593,1
974,1,1,1,0,0,63,1,669,1
975,0,0,0,0,0,0,28,0,1
976,0,0,1,0,0,172,1,1448,1
977,0,0,0,0,0,0,322,65,1
978,0,0,1,0,0,798,1024,638,1
979,0,0,0,0,0,373,548,1663,1
980,0,0,0,0,0,6,513,174,1
981,1,1,0,0,0,1064,1,2042,1
982,1,1,1,0,0,986,21,921,1
983,0,0,0,0,0,305,0,1387,1
984,0,0,1,0,0,457,1,1852,1
985,1,0,1,0,0,1030,158,2037,1
986,1,1,1,1,0,836,1,832,1
987,0,0,0,0,0,1,29,1,1
988,0,0,0,0,0,7,503,177,1
989,1,1,1,1,0,219,2,1569,1
990,1,1,0,1,0,657,0,1818,1
991,1,1,1,1,0,303,4,1838,1
992,0,0,0,1,0,10,98,1,1
993,0,0,0,0,1,1098,1078,400,1
994,0,0,0,1,0,59,0,543,1
995,0,1,1,1,0,719,2,956,1
996,0,0,1,1,0,468,1,940,1
997,0,0,0,0,0,136,2,1093,1
998,1,1,0,0,0,27,298,305,1
999,0,0,0,0,0,5,513,171,1
1000,0,0,0,0,0,5,178,1,1
1001,0,0,0,0,0,0,271,31,1
1002,0,0,0,0,0,0,242,15,1
1003,1,0,0,0,0,84,14,189,1
1004,1,0,1,1,0,16,1,830,1
1005,1,1,1,1,0,11,2,1068,1
1006,0,0,1,0,0,64,0,917,1
1007,0,0,0,1,0,20,94,1,1
1008,0,0,0,0,0,10,549,146,1
1009,0,0,0,0,0,1,3,1,1
1010,0,0,0,0,0,25,93,765,1
1011,0,0,0,0,0,0,39,0,1
1012,1,0,0,0,0,33,881,251,1
1013,1,1,1,0,0,838,631,1938,1
1014,0,0,1,0,0,627,1,585,1
1015,0,0,0,0,0,4,535,164,1
1016,0,0,0,0,0,67,224,304,1
1017,0,0,1,0,0,594,17,1881,1
1018,0,0,0,0,0,40,0,1028,1
1019,0,0,0,0,0,2,309,25,1
1020,0,0,1,0,0,572,1,702,1
1021,0,1,1,1,0,156,405,341,1
1022,0,0,1,0,0,50,0,566,1
1023,1,1,1,1,0,129,1,710,1
1024,1,0,1,0,0,209,12,742,1
1025,0,0,0,0,0,2,267,17,1
1026,0,0,0,0,0,0,257,42,1
1027,0,0,0,0,0,7,33,3,1
1028,1,1,1,0,0,362,0,1564,1
1029,0,0,0,0,0,0,7,1,1
1030,1,1,1,1,0,855,4,731,1
1031,0,0,0,0,0,21,827,236,1
1032,1,1,0,1,0,313,0,1620,1
1033,0,0,0,1,0,665,785,684,1
1034,1,1,0,1,0,900,1066,1866,1
1035,1,1,1,0,0,10,0,219,1
1036,1,1,1,1,0,726,232,1069,1
1037,0,0,0,0,0,10,157,64,1
1038,0,1,1,1,0,983,550,1953,1
1039,0,0,0,0,0,8,0,415,1
1040,0,0,1,1,0,62,4,1675,1
1041,0,0,0,0,0,638,1,1025,1
1042,1,1,1,0,0,619,0,605,1
1043,0,0,0,0,0,0,109,1,1
1044,0,0,0,0,0,3,0,517,1
1045,0,0,1,1,0,1070,1,1418,1
1046,0,0,1,1,0,0,44,66,1
1047,0,1,1,1,0,702,6,1412,1
1048,0,0,1,0,0,642,15,1754,1
1049,1,0,0,1,0,551,0,1880,1
1050,0,0,1,0,0,763,0,1275,1
1051,0,0,0,0,0,8,567,171,1
1052,0,0,0,0,0,49,258,7,1
1053,0,0,1,0,0,632,46,1737,1
1054,0,0,1,0,0,0,25,82,1
1055,0,0,0,0,0,1,41,114,1
1056,0,0,0,0,0,1047,1103,1946,1
1057,0,0,0,0,0,282,0,801,1
1058,0,0,0,0,0,5,72,0,1
1059,0,0,1,0,0,437,3,973,1
1060,0,0,0,0,0,0,39,0,1
1061,1,1,1,1,0,64,0,152,1
1062,0,0,0,0,0,182,1,345,1
1063,0,0,0,0,0,3,189,1,1
1064,1,1,0,0,0,410,6,1936,1
1065,0,0,0,0,0,0,21,0,1
1066,0,0,1,1,0,33,1,924,1
1067,0,0,0,0,0,0,299,31,1
1068,0,0,0,0,0,11,589,352,1
1069,1,1,0,0,0,543,1,648,1
1070,0,0,0,0,0,1,300,26,1
1071,0,0,1,0,0,26,833,264,1
1072,0,0,0,0,0,998,106,1868,1
1073,0,0,1,0,0,1,423,102,1
1074,0,0,1,0,0,199,2,1601,1
1075,0,0,0,0,0,575,761,452,1
1076,1,1,1,0,0,399,94,756,1
1077,0,0,1,0,0,546,692,578,1
1078,0,0,1,0,0,844,5,969,1
1079,0,0,0,0,0,531,0,755,1
1080,0,0,0,0,0,0,238,11,1
1081,0,0,0,0,0,0,28,127,1
1082,1,1,0,0,0,8,0,675,1
1083,0,0,1,1,0,0,25,66,1
1084,0,0,1,1,0,60,240,89,1
1085,1,1,1,0,0,82,81,379,1
1086,0,0,0,1,0,12,2,1202,1
1087,0,0,0,0,0,62,644,1,1
1088,1,1,1,1,0,532,1,890,1
1089,1,0,1,1,0,85,1,1694,1
1090,0,0,0,0,0,23,816,256,1
1091,1,1,1,1,0,285,4,1076,1
1092,1,0,1,1,0,988,946,2030,1
1093,0,0,0,0,0,16,814,242,1
1094,0,0,0,1,0,2,41,110,1
1095,0,0,0,0,0,768,2,1900,1
1096,0,0,0,0,0,1,38,85,1
1097,0,1,1,1,0,31,0,465,1
1098,0,0,1,0,0,167,3,1668,1
1099,1,1,1,1,0,23,0,749,1
1100,0,1,0,1,0,74,558,14,1
1101,0,0,0,0,0,318,863,12,1
1102,1,1,1,1,0,1086,34,1975,1
1103,0,0,1,0,0,36,1,478,1
1104,1,0,1,1,0,13,3,75,1
1105,0,0,0,0,0,490,2,1157,1
1106,0,0,0,0,0,0,309,37,1
1107,1,1,1,1,0,98,2,882,1
1108,0,0,0,0,0,8,520,148,1
1109,1,1,1,0,0,274,1,421,1
1110,0,0,1,1,0,75,48,671,1
1111,1,1,1,1,0,22,1,910,1
1112,0,0,0,0,0,61,0,1999,1
1113,0,0,1,0,0,152,0,1297,1
1114,0,0,1,1,0,846,2,1934,1
1115,0,0,0,1,0,435,9,839,1
1116,0,0,1,0,0,396,2,407,1
1117,1,1,0,0,0,8,1,0,1
1118,1,1,1,0,0,180,3,31,1
1119,1,1,1,0,0,77,39,781,1
1120,1,0,0,0,0,7,2,706,1
1121,0,1,1,1,0,609,788,1607,1
1122,0,0,1,0,0,320,4,1389,1
1123,0,1,1,1,0,55,0,1345,1
1124,0,0,0,0,1,1234,1126,810,1
1125,0,0,0,0,0,32,17,145,1
1126,0,0,1,0,0,7,1,192,1
1127,0,0,0,0,0,20,820,256,1
1128,0,0,1,0,0,544,131,309,1
1129,1,1,0,1,0,268,1,515,1
1130,0,1,1,1,0,223,0,778,1
1131,0,0,0,0,0,1,312,31,1
1132,1,1,1,1,0,647,8,1988,1
1133,0,0,0,0,0,35,194,4,1
1134,1,1,0,0,0,6,2,1163,1
1135,0,0,1,0,0,325,13,1641,1
1136,1,0,1,1,0,18,0,532,1
1137,0,0,0,0,0,6,498,197,1
1138,0,0,1,0,0,0,320,35,1
1139,0,1,0,0,0,74,0,1288,1
1140,1,1,0,1,0,7,0,687,1
1141,0,0,0,0,0,2,1,1912,1
1142,0,0,0,0,0,564,979,1276,1
1143,0,0,0,0,0,18,306,42,1
1144,1,1,1,0,0,1069,0,1923,1
1145,0,0,1,1,0,9,1,90,1
1146,1,1,0,0,0,556,797,1951,1
1147,0,0,0,1,0,17,207,294,1
1148,0,0,0,0,0,3,531,150,1
1149,1,1,1,0,0,56,1,1420,1
1150,0,0,1,0,0,67,0,1984,1
1151,0,0,0,0,0,1,433,98,1
1152,0,0,0,0,0,141,1,874,1
1153,0,0,0,0,0,722,963,1210,1
1154,1,1,1,1,0,671,0,1685,1
1155,0,0,0,0,0,0,28,86,1
1156,0,0,0,1,0,236,126,251,1
1157,1,1,1,1,0,389,1,1505,1
1158,1,1,1,1,0,233,12,1461,1
1159,1,0,1,0,0,170,0,514,1
1160,0,0,0,0,0,15,796,294,1
1161,1,1,1,0,0,184,0,586,1
1162,1,1,1,1,0,329,1,885,1
1163,0,0,0,0,0,0,71,2,1
1164,0,0,0,0,0,0,241,18,1
1165,1,1,1,1,0,50,6,658,1
1166,0,0,0,0,0,678,1008,1777,1
1167,0,0,0,1,0,17,0,142,1
1168,0,0,0,0,0,414,944,175,1
1169,0,0,0,0,0,0,26,67,1
1170,0,0,0,1,0,9,199,1,1
1171,0,0,1,0,0,300,1,1040,1
1172,0,0,0,0,0,10,1,1449,1
1173,1,1,1,0,0,274,1,930,1
1174,0,0,0,0,0,7,159,15,1
1175,1,1,0,1,0,919,942,2036,1
1176,0,0,0,0,0,1,305,31,1
1177,0,0,1,1,0,530,1,860,1
1178,1,1,0,1,0,537,0,395,1
1179,1,1,0,1,0,661,5,1706,1
1180,1,0,1,1,0,35,2,980,1
1181,0,1,1,0,0,107,450,377,1
1182,1,1,0,1,0,353,0,471,1
1183,1,1,1,0,0,479,1,1400,1
1184,0,0,1,1,0,382,14,1813,1
1185,1,0,0,1,0,412,39,1872,1
1186,1,0,0,0,0,79,185,34,1
1187,0,0,0,0,0,0,37,61,1
1188,0,0,0,0,0,2,402,72,1
1189,0,0,0,0,0,8,511,159,1
1190,0,0,1,1,0,204,293,26,1
1191,0,0,1,0,0,14,0,759,1
1192,1,0,1,1,0,700,2,1793,1
1193,0,0,0,0,0,2,420,75,1
1194,0,0,0,0,0,113,28,813,1
1195,0,0,0,0,0,2,218,20,1
1196,1,1,1,1,0,169,69,2038,1
1197,1,1,1,1,0,147,0,238,1
1198,0,0,0,0,0,5,414,93,1
1199,0,0,1,0,0,18,1,750,1
1200,0,0,1,0,0,90,0,1640,1
1201,0,0,1,1,0,13,0,627,1
1202,0,0,0,0,0,3,28,91,1
1203,1,1,1,0,0,156,0,450,1
1204,0,0,1,0,0,80,96,257,1
1205,0,0,1,1,0,1019,68,553,1
1206,0,0,1,1,0,110,1,1154,1
1207,1,1,1,1,0,56,39,2014,1
1208,0,0,0,0,0,1,235,26,1
1209,1,1,1,0,0,49,12,431,1
1210,1,1,0,1,0,142,0,132,1
1211,1,1,0,0,0,407,118,1789,1
1212,0,0,0,1,0,581,75,1645,1
1213,0,1,1,1,0,22,0,519,1
1214,0,0,1,0,0,4,517,144,1
1215,0,0,0,1,0,4,314,1,1
1216,0,0,0,0,0,293,617,11,1
1217,0,0,0,0,0,0,2,1,1
1218,1,1,1,1,0,260,0,522,1
1219,0,0,1,0,0,338,2,1780,1
1220,0,0,0,0,0,6,312,70,1
1221,0,0,1,0,0,192,1,1114,1
1222,0,0,1,1,0,26,0,538,1
1223,0,1,1,1,0,632,665,598,1
1224,0,0,1,1,0,35,3,1874,1
1225,0,0,0,0,0,21,852,274,1
1226,1,1,1,1,0,85,1,472,1
1227,0,0,1,1,0,883,1,591,1
1228,0,0,1,0,0,912,1057,1877,1
1229,1,1,0,1,0,705,2,1979,1
1230,0,0,0,1,0,498,215,780,1
1231,1,1,1,1,0,583,861,107,1
1232,0,0,0,0,0,284,4,1989,1
1233,1,1,1,1,0,80,0,1819,1
1234,1,1,1,0,0,179,0,841,1
1235,0,0,0,0,0,1,288,27,1
1236,1,1,1,1,0,273,0,1490,1
1237,1,0,1,1,0,318,0,763,1
1238,0,0,1,0,0,80,0,1011,1
1239,0,0,0,0,0,3,287,54,1
1240,0,0,0,0,0,2,257,23,1
1241,0,1,0,1,0,541,737,1355,1
1242,1,1,1,1,0,31,1,1017,1
1243,1,1,1,0,0,620,4,1042,1
1244,1,0,1,1,0,604,867,2008,1
1245,0,0,1,0,0,1122,1113,300,1
1246,0,0,1,0,0,193,0,165,1
1247,0,0,0,0,0,820,1022,1594,1
1248,0,0,0,0,0,3,111,1,1
1249,0,0,1,0,0,88,29,150,1
1250,0,0,0,0,0,32,1,704,1
1251,1,0,1,0,0,130,0,827,1
1252,0,0,0,1,0,2,306,27,1
1253,0,0,1,1,0,6,3,198,1
1254,0,0,0,0,0,256,449,815,1
1255,1,1,0,0,0,500,0,1844,1
1256,1,1,1,0,0,47,45,621,1
1257,0,0,0,0,0,1,42,0,1
1258,1,0,0,1,0,599,186,1681,1
1259,1,1,0,1,0,128,0,130,1
1260,0,0,0,0,0,482,1001,19,1
1261,0,0,0,0,0,0,14,0,1
1262,1,1,1,1,0,41,0,225,1
1263,0,1,1,0,0,791,974,1851,1
1264,0,0,0,0,0,1108,1118,438,1
1265,1,0,0,0,0,0,222,13,1
1266,0,0,0,0,0,3,149,2,1
1267,0,0,1,0,0,502,0,500,1
1268,1,1,1,1,0,35,54,107,1
1269,0,0,0,0,0,261,875,3,1
1270,1,0,1,1,0,725,0,1590,1
1271,1,1,0,1,0,132,46,1215,1
1272,0,0,0,1,0,734,978,2019,1
1273,1,1,0,1,0,67,0,97,1
1274,0,1,1,1,0,499,1,746,1
1275,1,1,1,1,0,736,1,560,1
1276,1,1,1,1,0,339,0,1233,1
1277,0,0,0,0,0,78,41,944,1
1278,0,0,0,1,0,222,183,1239,1
1279,0,0,0,1,0,390,2,224,1
1280,0,0,0,0,0,0,30,0,1
1281,0,0,1,0,0,704,4,1537,1
1282,0,0,1,0,0,52,1,76,1
1283,1,1,0,1,0,443,0,346,1
1284,0,0,0,0,0,170,0,1187,1
1285,0,0,0,0,0,1093,12,666,1
1286,0,0,0,0,0,6,17,1,1
1287,1,1,1,1,0,10,2,1102,1
1288,0,0,0,0,0,2,231,26,1
1289,0,1,0,0,0,78,0,1353,1
1290,0,0,0,0,0,82,0,982,1
1291,1,1,1,0,0,87,0,789,1
1292,0,0,0,0,0,3,21,0,1
1293,1,1,1,0,0,11,0,51,1
1294,1,1,1,1,0,244,0,1702,1
1295,0,0,1,0,0,269,1,831,1
1296,1,1,1,1,0,156,6,1022,1
1297,0,0,0,0,0,40,0,916,1
1298,0,1,1,1,0,643,0,1891,1
1299,0,0,1,0,0,0,260,31,1
1300,0,0,0,0,0,0,9,0,1
1301,0,0,0,0,0,482,83,572,1
1302,0,1,1,1,0,25,442,1,1
1303,0,0,0,0,0,77,1,1029,1
1304,0,0,1,0,0,140,0,1533,1
1305,0,0,1,0,0,41,0,723,1
1306,1,1,1,1,0,565,7,1407,1
1307,0,0,0,0,0,438,3,1748,1
1308,0,0,0,0,0,49,1,1333,1
1309,0,0,0,1,0,0,35,79,1
1310,0,0,0,0,0,550,7,1692,1
1311,0,0,0,0,0,2,83,11,1
1312,1,1,1,1,0,19,23,772,1
1313,0,0,0,0,0,879,1038,565,1
1314,0,0,0,1,0,600,40,1997,1
1315,0,0,1,1,0,366,1,457,1
1316,1,1,1,1,0,93,0,1041,1
1317,0,0,1,1,0,36,1,424,1
1318,0,0,0,0,0,60,32,958,1
1319,1,0,1,0,0,207,0,1326,1
1320,0,1,1,0,0,34,578,2,1
1321,0,0,0,0,1,1280,1111,1888,1
1322,0,0,0,0,1,1207,641,1548,1
1323,0,0,0,0,0,1,7,3,1
1324,0,0,0,0,1,1183,321,1385,1
1325,0,0,0,0,0,430,387,1705,1
1326,0,0,0,0,0,2,5,2,1
1327,0,0,0,1,0,27,25,49,1
1328,0,0,0,0,0,283,183,1213,1
1329,0,0,0,1,1,1179,1044,661,1
1330,0,0,1,0,1,1252,483,315,1
1331,0,0,0,0,0,106,146,557,1
1332,0,0,0,1,0,944,347,826,1
1333,0,0,0,0,1,1104,43,1,1
1334,0,0,0,0,1,1399,1130,2002,1
1335,0,0,0,0,1,1223,108,234,1
1336,0,0,0,0,0,552,899,1001,1
1337,0,0,0,0,0,323,296,266,1
1338,0,0,0,0,1,1140,599,1020,1
1339,0,0,0,0,1,1547,16,1452,0
1340,0,0,1,0,1,1088,311,1242,1
1341,0,0,0,0,1,1583,245,1855,0
1342,0,0,0,0,0,1314,56,1532,1
1343,0,0,1,0,0,56,537,90,1
